ANO,CO_MES,CO_GEO,CO_PRDT,kt_true,kt_test,kt_test_lr,experiment_id,oc_true,oc_test,oc_proba
26,01~mes,2906501~geo,3105~prdt,0.0,6.7227912259101865,5.657604757001845,98df2789-4265-4523-b758-93747f7e21d9,0.0,1.0,0.6290000000000002
26,02~mes,2906501~geo,3105~prdt,0.0,5.853407753308617,0.432918796023813,98df2789-4265-4523-b758-93747f7e21d9,0.0,1.0,0.5740000000000004
26,03~mes,2906501~geo,3105~prdt,27.019977569580078,5.082012397497892,1.99784629835802,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
26,04~mes,2906501~geo,3105~prdt,13.108355522155762,7.888878015120827,7.321060921694781,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.605
26,05~mes,2906501~geo,3105~prdt,14.988655090332031,12.901408019065856,17.78590494183933,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.8658333333333336
26,06~mes,2906501~geo,3105~prdt,28.909189224243164,24.59965122298399,14.497527249654135,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
26,07~mes,2906501~geo,3105~prdt,19.967220306396484,25.954347229745654,30.803202883402502,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
26,08~mes,2906501~geo,3105~prdt,23.326444625854492,17.568324916044872,16.227113077483203,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.8099999999999996
26,09~mes,2906501~geo,3105~prdt,33.793556213378906,32.78810785293579,23.766439787546798,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.8121666666666666
26,10~mes,2906501~geo,3105~prdt,23.750720977783203,11.150537530183792,21.391443954931724,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.8338333333333334
26,11~mes,2906501~geo,3105~prdt,0.0,11.540235748489229,13.736522857219942,98df2789-4265-4523-b758-93747f7e21d9,0.0,1.0,0.7341666666666669
26,12~mes,2906501~geo,3105~prdt,5.500980854034424,3.957400193572044,-1.2816737734753154,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.96
27,01~mes,2906501~geo,3105~prdt,4.69695520401001,6.709625986417132,5.42392390057192,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.5309090909090907
27,02~mes,2906501~geo,3105~prdt,7.381784915924072,5.833962139288585,-0.6747194625235835,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.5499999999999998
27,03~mes,2906501~geo,3105~prdt,0.0,7.343463224983881,10.516690881939622,98df2789-4265-4523-b758-93747f7e21d9,0.0,0.0,0.49
27,04~mes,2906501~geo,3105~prdt,14.149999618530273,9.91287833129792,10.43382173269353,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.6327272727272722
27,05~mes,2906501~geo,3105~prdt,7.68621301651001,14.627750854492188,14.8699513804528,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.919924242424242
27,06~mes,2906501~geo,3105~prdt,25.397113800048828,26.82946763253213,20.8061849753062,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
27,07~mes,2906501~geo,3105~prdt,6.103560924530029,25.196721541209648,22.393512852986657,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
27,08~mes,2906501~geo,3105~prdt,6.917840003967285,20.740898958478645,20.07396896261918,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.8218181818181816
27,09~mes,2906501~geo,3105~prdt,31.632007598876953,34.12886278152466,32.05522844406866,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.7805627705627703
27,10~mes,2906501~geo,3105~prdt,34.05687713623047,21.159477532863615,22.623758900487744,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
27,11~mes,2906501~geo,3105~prdt,23.9296875,12.037723202688825,13.994603091670621,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.72
27,12~mes,2906501~geo,3105~prdt,5.732999801635742,3.4800425747036923,1.2017259140099803,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
28,01~mes,2906501~geo,3105~prdt,10.11988353729248,6.268259524334044,4.777051434557663,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.5866666666666667
28,02~mes,2906501~geo,3105~prdt,0.0,5.991983503614156,4.964205262467668,98df2789-4265-4523-b758-93747f7e21d9,0.0,1.0,0.5858333333333335
28,03~mes,2906501~geo,3105~prdt,7.650000095367432,7.451437392863966,11.05836666328413,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.91
28,04~mes,2906501~geo,3105~prdt,5.727423191070557,11.787841069542226,12.347988023697956,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.6974999999999997
28,05~mes,2906501~geo,3105~prdt,8.198248863220215,11.974176683425902,10.775269799762299,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.8273333333333334
28,06~mes,2906501~geo,3105~prdt,4.500327110290527,7.724238581606321,23.164155991872153,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
28,07~mes,2906501~geo,3105~prdt,18.978757858276367,19.333852157166678,14.896390279134103,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,1.0
28,08~mes,2906501~geo,3105~prdt,22.54462242126465,18.784138557661137,11.817399264900544,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.8266666666666664
28,09~mes,2906501~geo,3105~prdt,35.3704948425293,26.093024673461915,31.906265847823203,98df2789-4265-4523-b758-93747f7e21d9,1.0,1.0,0.7993214285714286
